,Awards,Awards_Nominated,Awards_Won,BAFTA Film Award Awards_Nominated,Golden Globe Awards_Nominated,Golden Globe Awards_Won,Oscar Awards_Nominated,Oscar Awards_Won,Primetime Emmy Awards_Nominated,Primetime Emmy Awards_Won,Title,Year
4363,Nominated for 1 Primetime Emmy. Another 3 nominations.,0,0,0,0,0,0,0,0,0,Wild Things with Dominic Monaghan,2012–
4366,1 nomination.,1,0,0,0,0,0,0,0,0,EDSA XXX: Nothing Ever Changes in the Ever-Changing Republic of Ek-Ek-Ek,2012
4371,1 nomination.,1,0,0,0,0,0,0,0,0,No Place Like Home,2012
4423,Won 2 Primetime Emmys. Another 2 nominations.,0,0,0,0,0,0,0,0,0,The Kennedy Center Honors,2012
4429,1 nomination.,1,0,0,0,0,0,0,0,0,Abigail,2012–
4433,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Agony,2012–
4445,3 nominations.,3,0,0,0,0,0,0,0,0,Allenby St.,2012
4473,1 nomination.,1,0,0,0,0,0,0,0,0,6 passi nel giallo,2012
4505,1 nomination.,1,0,0,0,0,0,0,0,0,Lisa Ann Fantasy Girl,2012
4506,1 nomination.,1,0,0,0,0,0,0,0,0,Against Our Will Campaign,2011–
4539,1 nomination.,1,0,0,0,0,0,0,0,0,7.30,2011–
4585,1 nomination.,1,0,0,0,0,0,0,0,0,The Artist,2012
4586,1 nomination.,1,0,0,0,0,0,0,0,0,Apocalypse,2011
4588,1 nomination.,1,0,0,0,0,0,0,0,0,Ransom,2012
4616,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Ako ang simula,2011–2013
4626,2 nominations.,2,0,0,0,0,0,0,0,0,A Beautiful Affair,2012–2013
4697,Won 1 Oscar. Another 13 wins & 7 nominations.,7,13,0,0,0,0,1,0,0,2001: A Space Odyssey,1968
4698,Won 1 Oscar. Another 13 wins & 7 nominations.,7,13,0,0,0,0,1,0,0,2001: A Space Odyssey,1968
4699,Won 3 Golden Globes. Another 13 wins & 19 nominations.,19,13,0,0,3,0,0,0,0,Happy Days,1974–1984
4700,Won 6 Oscars. Another 48 wins & 28 nominations.,28,48,0,0,0,0,6,0,0,Star Wars: Episode IV - A New Hope,1977
4701,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,The Hobbit,1977
4702,1 win.,0,1,0,0,0,0,0,0,0,Youngblood,1986
4703,1 win.,0,1,0,0,0,0,0,0,0,Youngblood,1986
4704,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,60,16,0,0,0,0,0,0,18,Star Trek: The Next Generation,1987–1994
4707,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,5,4,0,1,0,0,0,0,0,Liar Liar,1997
4710,5 wins & 16 nominations.,16,5,0,0,0,0,0,0,0,The Secret Life of Walter Mitty,2013
4711,1 nomination.,1,0,0,0,0,0,0,0,0,Gameboy,2002
4712,6 wins & 5 nominations.,5,6,0,0,0,0,0,0,0,The Wayne Brady Show,2002–2004
4713,5 nominations.,5,0,0,0,0,0,0,0,0,Action Jackson,2014
4714,2 nominations.,2,0,0,0,0,0,0,0,0,The Wild,2006
4715,Won 3 Primetime Emmys. Another 34 wins & 89 nominations.,89,34,0,0,0,0,0,0,3,Battlestar Galactica,2004–2009
4716,Nominated for 3 Oscars. Another 19 wins & 40 nominations.,40,19,0,0,0,3,0,0,0,Transformers,2007
4718,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,The A-Team,2010
4719,1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,Alan Partridge,2013
4720,Nominated for 1 Oscar. Another 5 wins & 41 nominations.,41,5,0,0,0,1,0,0,0,The Croods,2013
4724,1 win.,0,1,0,0,0,0,0,0,0,Escape from Planet Earth,2013
4725,7 wins & 42 nominations.,42,7,0,0,0,0,0,0,0,Man of Steel,2013
4727,Nominated for 1 Oscar. Another 8 wins & 58 nominations.,58,8,0,0,0,1,0,0,0,The Boxtrolls,2014
4728,Won 1 Oscar. Another 39 wins & 134 nominations.,134,39,0,0,0,0,1,0,0,Interstellar,2014
4729,3 wins & 23 nominations.,23,3,0,0,0,0,0,0,0,World War Z,2013
4731,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Dracula Untold,2014
4732,5 wins & 28 nominations.,28,5,0,0,0,0,0,0,0,Godzilla,2014
4733,Nominated for 1 Oscar. Another 34 wins & 75 nominations.,75,34,0,0,0,1,0,0,0,The Avengers,2012
4734,2 wins & 21 nominations.,21,2,0,0,0,0,0,0,0,Epic,2013
4736,2 wins & 16 nominations.,16,2,0,0,0,0,0,0,0,Mr. Peabody & Sherman,2014
4737,Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,52,20,0,2,0,0,0,0,0,Love & Mercy,2014
4738,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Rule Number One,2008
4740,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,The Sisterhood of Night,2014
4741,2 wins & 7 nominations.,7,2,0,0,0,0,0,0,0,I Believe in Unicorns,2014
4742,1 win.,0,1,0,0,0,0,0,0,0,Perfection,2014
4744,2 nominations.,2,0,0,0,0,0,0,0,0,Jack Ryan: Shadow Recruit,2014
4745,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,17,4,0,0,0,2,0,0,0,The Lone Ranger,2013
4747,1 win & 23 nominations.,23,1,0,0,0,0,0,0,0,Anchorman 2: The Legend Continues,2013
4748,4 wins & 1 nomination.,1,4,0,0,0,0,0,0,0,RoboCop,2014
4754,1 win & 10 nominations.,10,1,0,0,0,0,0,0,0,Teenage Mutant Ninja Turtles,2014
4755,Nominated for 1 Oscar. Another 17 wins & 53 nominations.,53,17,0,0,0,1,0,0,0,Iron Man 3,2013
4756,Won 2 Oscars. Another 44 wins & 74 nominations.,74,44,0,0,0,0,2,0,0,The Great Gatsby,2013
4757,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,If I Stay,2014
4759,Nominated for 1 Oscar. Another 6 wins & 46 nominations.,46,6,0,0,0,1,0,0,0,Star Trek Into Darkness,2013
4760,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Hansel & Gretel: Witch Hunters,2013
4761,2 wins & 11 nominations.,11,2,0,0,0,0,0,0,0,The Wolverine,2013
4762,Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,54,9,1,0,0,0,0,0,0,Monsters University,2013
4763,Won 7 Oscars. Another 215 wins & 169 nominations.,169,215,0,0,0,0,7,0,0,Gravity,2013
4764,1 nomination.,1,0,0,0,0,0,0,0,0,Big Sur,2013
4767,Nominated for 1 Oscar. Another 70 wins & 59 nominations.,59,70,0,0,0,1,0,0,0,The Lego Movie,2014
4769,4 nominations.,4,0,0,0,0,0,0,0,0,Exodus: Gods and Kings,2014
4770,4 wins & 10 nominations.,10,4,0,0,0,0,0,0,0,The Skeleton Twins,2014
4771,Nominated for 1 Oscar. Another 9 wins & 40 nominations.,40,9,0,0,0,1,0,0,0,Maleficent,2014
4772,1 win & 9 nominations.,9,1,0,0,0,0,0,0,0,Warm Bodies,2013
4773,3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,Monument to Michael Jackson,2014
4774,Nominated for 3 Primetime Emmys. Another 14 nominations.,0,0,0,0,0,0,0,0,0,24: Live Another Day,2014–
4775,3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,A Good Day to Die Hard,2013
4777,2 nominations.,2,0,0,0,0,0,0,0,0,Free Birds,2013
4779,5 wins & 31 nominations.,31,5,0,0,0,0,0,0,0,Oz the Great and Powerful,2013
4780,11 wins & 34 nominations.,34,1,0,0,0,0,0,0,0,Edge of Tomorrow,2014
4782,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Romeo & Juliet,2013
4783,Nominated for 1 Oscar. Another 13 wins & 59 nominations.,59,13,0,0,0,1,0,0,0,How to Train Your Dragon 2,2014
4784,1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,Kick-Ass 2,2013
4785,1 nomination.,1,0,0,0,0,0,0,0,0,A Miracle in Spanish Harlem,2013
4787,Nominated for 1 BAFTA Film Award. Another 5 wins & 42 nominations.,42,5,1,0,0,0,0,0,0,Pacific Rim,2013
4789,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Now You See Me,2013
4794,Nominated for 2 Oscars. Another 12 wins & 63 nominations.,63,12,0,0,0,2,0,0,0,Despicable Me 2,2013
4795,1 nomination.,1,0,0,0,0,0,0,0,0,Mario Lopez: Saved by the Baby,2010–
4796,5 nominations.,5,0,0,0,0,0,0,0,0,Planes,2013
4797,1 nomination.,1,0,0,0,0,0,0,0,0,All Fall Down,2014
4798,1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,Alexander and the Terrible; Horrible; No Good; Very Bad Day,2014
4800,14 wins.,0,4,0,0,0,0,0,0,0,Meth Head,2013
4801,3 nominations.,3,0,0,0,0,0,0,0,0,Anna,2013
4802,2 wins.,0,2,0,0,0,0,0,0,0,Sugar,2013
4803,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Ender's Game,2013
4807,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Brother's Keeper,2013
4808,8 nominations.,8,0,0,0,0,0,0,0,0,1864,2014
4809,1 nomination.,1,0,0,0,0,0,0,0,0,Walking with Dinosaurs 3D,2013
4811,4 wins & 10 nominations.,10,4,0,0,0,0,0,0,0,The Maze Runner,2014
4812,2 wins & 16 nominations.,16,2,0,0,0,0,0,0,0,Tokyo Family,2013
4814,3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,After Earth,2013
4816,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,The Nut Job,2014
4817,1 nomination.,1,0,0,0,0,0,0,0,0,About Last Night,2014
4819,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,A Spell to Ward Off the Darkness,2013
4820,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Big Ass Spider!,2013
4822,1 win.,0,1,0,0,0,0,0,0,0,The War Around Us,2014
4823,2 nominations.,2,0,0,0,0,0,0,0,0,Last Love,2013
4825,Nominated for 1 Oscar. Another 5 wins & 49 nominations.,49,5,0,0,0,1,0,0,0,Captain America: The Winter Soldier,2014
4826,18 wins & 22 nominations.,22,8,0,0,0,0,0,0,0,The German Doctor,2013
4827,Won 2 Golden Globes. Another 25 wins & 162 nominations.,162,25,0,0,2,0,0,0,0,House of Cards,2013–
4829,1 win & 11 nominations.,11,1,0,0,0,0,0,0,0,Turbo,2013
4830,Nominated for 1 Oscar. Another 11 wins & 21 nominations.,21,11,0,0,0,1,0,0,0,Song of the Sea,2014
4833,3 wins & 29 nominations.,29,3,0,0,0,0,0,0,0,The Amazing Spider-Man 2,2014
4834,Nominated for 1 Oscar. Another 15 wins & 42 nominations.,42,15,0,0,0,1,0,0,0,X-Men: Days of Future Past,2014
4838,9 wins & 4 nominations.,4,9,0,0,0,0,0,0,0,These Are the Rules,2014
4839,8 wins & 21 nominations.,21,8,0,0,0,0,0,0,0,Fast & Furious 6,2013
4840,1 win & 10 nominations.,10,1,0,0,0,0,0,0,0,The Call,2013
4841,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Penguins of Madagascar,2014
4842,1 win.,0,1,0,0,0,0,0,0,0,Worlds Apart,2013
4844,Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,4,2,1,0,0,0,0,0,0,Trash,2014
4845,1 nomination.,1,0,0,0,0,0,0,0,0,Let's Be Cops,2014
4847,2 nominations.,2,0,0,0,0,0,0,0,0,The Big Wedding,2013
4851,5 wins & 7 nominations.,7,5,0,0,0,0,0,0,0,Carrie,2013
4852,2 nominations.,2,0,0,0,0,0,0,0,0,Red Sky,2014
4855,2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,The Hangover Part III,2013
4856,Nominated for 1 Golden Globe. Another 21 wins & 59 nominations.,59,21,0,1,0,0,0,0,0,The Hunger Games: Catching Fire,2013
4857,Nominated for 1 Golden Globe. Another 16 wins & 26 nominations.,26,16,0,1,0,0,0,0,0,The Hunger Games: Mockingjay - Part 1,2014
4860,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Sex Tape,2014
4861,1 win.,0,1,0,0,0,0,0,0,0,Delivery: The Beast Within,2013
4862,8 wins & 6 nominations.,6,8,0,0,0,0,0,0,0,Hide Your Smiling Faces,2013
4863,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Strike One,2014
4864,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,A Most Wanted Man,2014
4865,1 win.,0,1,0,0,0,0,0,0,0,The Cooler Bandits,2014
4867,2 wins & 18 nominations.,18,2,0,0,0,0,0,0,0,Thor: The Dark World,2013
4868,16 nominations.,6,0,0,0,0,0,0,0,0,Cloudy with a Chance of Meatballs 2,2013
4869,3 nominations.,3,0,0,0,0,0,0,0,0,Machete Kills,2013
4870,6 wins & 11 nominations.,11,6,0,0,0,0,0,0,0,Neighbors,2014
4871,2 nominations.,2,0,0,0,0,0,0,0,0,Heavenly Sword,2014
4872,Nominated for 2 Oscars. Another 48 wins & 92 nominations.,92,48,0,0,0,2,0,0,0,Guardians of the Galaxy,2014
4873,1 nomination.,1,0,0,0,0,0,0,0,0,Mirage,2014
4874,Nominated for 1 Oscar. Another 3 wins & 45 nominations.,45,3,0,0,0,1,0,0,0,All Is Lost,2013
4875,Won 1 Primetime Emmy. Another 1 win & 5 nominations.,5,1,0,0,0,0,0,0,1,Banshee,2013–2016
4876,9 wins & 3 nominations.,3,9,0,0,0,0,0,0,0,Closer to the Moon,2014
4877,1 nomination.,1,0,0,0,0,0,0,0,0,Non-Stop,2014
4878,Won 3 Oscars. Another 234 wins & 312 nominations.,312,234,0,0,0,0,3,0,0,12 Years a Slave,2013
4884,1 nomination.,1,0,0,0,0,0,0,0,0,On the Line,2013
4885,7 nominations.,7,0,0,0,0,0,0,0,0,Cracked,2013–
4886,1 win.,0,1,0,0,0,0,0,0,0,Armed Response,2013
4887,3 wins.,0,3,0,0,0,0,0,0,0,Ashley,2013
4888,Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,2,1,0,0,0,0,0,2,0,Grace of Monaco,2014
4889,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Dumb and Dumber To,2014
4890,4 wins.,0,4,0,0,0,0,0,0,0,Pieces of Talent,2014
4893,10 wins & 23 nominations.,23,0,0,0,0,0,0,0,0,Grand Theft Auto V,2013
4895,2 wins.,0,2,0,0,0,0,0,0,0,Lust for Love,2014
4896,1 win.,0,1,0,0,0,0,0,0,0,Celebrity Name Game,2014–
4900,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Steve Chong Finds Out That Suicide Is a Bad Idea,2013
4902,Nominated for 2 Primetime Emmys. Another 4 wins & 15 nominations.,15,4,0,0,0,0,0,2,0,Sofia the First,2013–
4905,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Josh,2013
4906,Nominated for 1 Oscar. Another 12 wins & 71 nominations.,71,12,0,0,0,1,0,0,0,Saving Mr. Banks,2013
4909,2 nominations.,2,0,0,0,0,0,0,0,0,Welcome Home,2014
4910,Won 1 Golden Globe. Another 4 wins & 16 nominations.,16,4,0,0,1,0,0,0,0,Dancing on the Edge,2013
4912,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Batman: The Dark Knight Returns; Part 2,2013
4913,2 wins & 18 nominations.,18,2,0,0,0,0,0,0,0,Tracks,2013
4915,9 wins & 13 nominations.,13,9,0,0,0,0,0,0,0,Finding Mr. Right,2013
4916,1 nomination.,1,0,0,0,0,0,0,0,0,Valentino,2013
4919,5 nominations.,5,0,0,0,0,0,0,0,0,The Art of the Steal,2013
4922,Nominated for 3 Oscars. Another 11 wins & 69 nominations.,69,11,0,0,0,3,0,0,0,Into the Woods,2014
4924,2 nominations.,2,0,0,0,0,0,0,0,0,Death Do Us Part,2014
4928,Nominated for 3 Primetime Emmys. Another 2 wins & 48 nominations.,48,2,0,0,0,0,0,3,0,Bates Motel,2013–
4931,1 nomination.,1,0,0,0,0,0,0,0,0,Stage Fright,2014
4932,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,A Promise,2013
4933,4 wins & 12 nominations.,12,4,0,0,0,0,0,0,0,Sex; Drugs & Taxation,2013
4934,1 win.,0,1,0,0,0,0,0,0,0,Welcome to the Jungle,2013
4935,3 wins & 9 nominations.,9,3,0,0,0,0,0,0,0,About Time,2013
4936,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,The Disciple,2013
4939,8 wins & 11 nominations.,11,8,0,0,0,0,0,0,0,Futuro Beach,2014
4940,2 nominations.,2,0,0,0,0,0,0,0,0,The Hot Flashes,2013
4942,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,The Other Woman,2014
4945,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Transcendence,2014
4951,1 win.,0,1,0,0,0,0,0,0,0,Amber,2014
4954,1 win & 28 nominations.,28,1,0,0,0,0,0,0,0,Don Jon,2013
4955,13 wins & 11 nominations.,11,3,0,0,0,0,0,0,0,Sand Castles,2014
4956,1 nomination.,1,0,0,0,0,0,0,0,0,The Love Punch,2013
4959,2 nominations.,2,0,0,0,0,0,0,0,0,Bob Servant Independent,2013
4963,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,A Haunted House,2013
4964,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,I Give It a Year,2013
4965,Won 1 Oscar. Another 13 wins & 53 nominations.,53,13,0,0,0,0,1,0,0,Big Hero 6,2014
4966,1 win.,0,1,0,0,0,0,0,0,0,Scars,2014
4970,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,The Film Critic,2013
4971,19 wins & 21 nominations.,21,9,0,0,0,0,0,0,0,Broadchurch,2013–
4975,1 win.,0,1,0,0,0,0,0,0,0,The Best Friend,2013
4977,1 win & 8 nominations.,8,1,0,0,0,0,0,0,0,A Place to Call Home,2013–
4981,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,Four Moons,2014
4982,1 nomination.,1,0,0,0,0,0,0,0,0,Bigshot,2013
4984,Nominated for 1 Golden Globe. Another 3 wins & 27 nominations.,27,3,0,1,0,0,0,0,0,The Book of Life,2014
4985,7 wins & 4 nominations.,4,7,0,0,0,0,0,0,0,Dragon Ball Z: Battle of Gods,2013
4986,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Drinking Buddies,2013
4988,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Joshua Tree,2014
4989,Nominated for 1 Oscar. Another 64 wins & 169 nominations.,169,64,0,0,0,1,0,0,0,Gone Girl,2014
4990,3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,These Final Hours,2013
4993,1 win.,0,1,0,0,0,0,0,0,0,Revolution,2013
4994,2 wins.,0,2,0,0,0,0,0,0,0,Cuéntame un cuento,2013–
4996,Won 4 Oscars. Another 122 wins & 213 nominations.,213,122,0,0,0,0,4,0,0,The Grand Budapest Hotel,2014
4999,1 win.,0,1,0,0,0,0,0,0,0,The Coin,2013
5000,3 wins & 11 nominations.,11,3,0,0,0,0,0,0,0,Muppets Most Wanted,2014
5001,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,Man from Reno,2014
5002,3 nominations.,3,0,0,0,0,0,0,0,0,Witches of East End,2013–2014
5003,1 nomination.,1,0,0,0,0,0,0,0,0,Once Upon a Time in Shanghai,2014
5005,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,The Canyons,2013
5006,Won 2 Oscars. Another 72 wins & 57 nominations.,57,72,0,0,0,0,2,0,0,Frozen,2013
5008,3 wins & 5 nominations.,5,3,0,0,0,0,0,0,0,Bread and Butter,2014
5009,3 nominations.,3,0,0,0,0,0,0,0,0,Dracula,2013–2014
5010,1 nomination.,1,0,0,0,0,0,0,0,0,Love Is in the Air,2013
5015,Nominated for 1 Oscar. Another 6 wins & 45 nominations.,45,6,0,0,0,1,0,0,0,The Hobbit: The Battle of the Five Armies,2014
5019,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Eve of Destruction,2013
5021,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Beauty and the Beast,2014
5022,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,De Wederopstanding van een Klootzak,2013
5027,5 wins & 2 nominations.,2,5,0,0,0,0,0,0,0,The Notebook,2013
5028,11 nominations.,1,0,0,0,0,0,0,0,0,Beware the Batman,2013–
5032,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,The Expendables 3,2014
5034,1 nomination.,1,0,0,0,0,0,0,0,0,Chocolat,2013
5037,1 nomination.,1,0,0,0,0,0,0,0,0,The Woman in Black 2: Angel of Death,2014
5038,2 nominations.,2,0,0,0,0,0,0,0,0,The Well,2013
5040,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,5,1,0,0,0,0,0,1,0,Getting On,2013–
5042,2 nominations.,2,0,0,0,0,0,0,0,0,Rölli ja kultainen avain,2013
5043,7 wins & 18 nominations.,18,7,0,0,0,0,0,0,0,Being Mary Jane,2013–
5044,2 nominations.,2,0,0,0,0,0,0,0,0,Leprechaun: Origins,2014
5053,1 win & 19 nominations.,19,1,0,0,0,0,0,0,0,Rio 2,2014
5054,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,The Berlin File,2013
5055,23 wins & 27 nominations.,27,3,0,0,0,0,0,0,0,Honey,2013
5057,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,All the Wilderness,2014
5059,2 nominations.,2,0,0,0,0,0,0,0,0,2 Francs; 40 Pesetas,2014
5065,Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,21,2,0,0,0,0,0,2,0,Agents of S.H.I.E.L.D.,2013–
5068,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Bitten,2014–
5073,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Need for Speed,2014
5076,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The River,2013
5077,Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,92,43,0,6,0,0,0,0,0,Orange Is the New Black,2013–
5078,3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,The Next Step,2013–
5079,4 wins & 3 nominations.,3,4,0,0,0,0,0,0,0,BFFs,2014
5080,2 wins & 7 nominations.,7,2,0,0,0,0,0,0,0,Run,2014
5081,Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,17,2,0,0,0,0,0,0,3,Black Sails,2014–
5084,2 nominations.,2,0,0,0,0,0,0,0,0,Deliver Us from Evil,2014
5085,11 nominations.,1,0,0,0,0,0,0,0,0,Special 26,2013
5087,1 win.,0,1,0,0,0,0,0,0,0,Monster Pies,2013
5088,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Treachery,2013
5090,4 wins & 5 nominations.,5,4,0,0,0,0,0,0,0,Better Man,2013–
5091,14 wins & 26 nominations.,26,4,0,0,0,0,0,0,0,Nymphomaniac: Vol. II,2013
5092,4 wins & 9 nominations.,9,4,0,0,0,0,0,0,0,Joe,2013
5094,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Jerusalem,2013
5095,3 wins.,0,3,0,0,0,0,0,0,0,Coyote,2014
5096,2 wins & 9 nominations.,9,2,0,0,0,0,0,0,0,White Lies,2013
5097,1 nomination.,1,0,0,0,0,0,0,0,0,The Battle of the Sexes,2013
5098,2 nominations.,2,0,0,0,0,0,0,0,0,The Education of Mohammad Hussein,2013
5099,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,About: Kate,2013–
5100,4 wins & 8 nominations.,8,4,0,0,0,0,0,0,0,Yozgat Blues,2013
5103,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,Chosen,2013–
5105,2 nominations.,2,0,0,0,0,0,0,0,0,Wings,2013
5106,5 wins & 9 nominations.,9,5,0,0,0,0,0,0,0,Model Behaviour,2013
5108,6 nominations.,6,0,0,0,0,0,0,0,0,Pac-Man and the Ghostly Adventures,2013–
5110,4 wins & 9 nominations.,9,4,0,0,0,0,0,0,0,The Golden Ticket,2013
5112,2 nominations.,2,0,0,0,0,0,0,0,0,Kill Me Three Times,2014
5115,4 nominations.,4,0,0,0,0,0,0,0,0,Chasing Life,2014–2015
5118,11 wins & 6 nominations.,6,1,0,0,0,0,0,0,0,The Reunion,2013
5120,1 nomination.,1,0,0,0,0,0,0,0,0,The Family,2013
5121,5 wins & 2 nominations.,2,5,0,0,0,0,0,0,0,The Box,2013
5122,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,35,12,0,1,0,0,0,0,0,The Past,2013
5124,7 wins & 3 nominations.,3,7,0,0,0,0,0,0,0,The Bridge,2013–2014
5125,2 wins.,0,2,0,0,0,0,0,0,0,The Human Factor,2013
5127,1 nomination.,1,0,0,0,0,0,0,0,0,Tough Guy,2013
5128,1 win.,0,1,0,0,0,0,0,0,0,Killers,2014
5130,1 win.,0,1,0,0,0,0,0,0,0,Abducted,2013
5133,4 nominations.,4,0,0,0,0,0,0,0,0,Abuse of Weakness,2013
5135,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Sexo fácil; películas tristes,2014
5136,1 win.,0,1,0,0,0,0,0,0,0,Make a Wish,2013
5140,3 nominations.,3,0,0,0,0,0,0,0,0,Easy Money III: Life Deluxe,2013
5144,1 win.,0,1,0,0,0,0,0,0,0,Snow,2013
5145,7 wins & 4 nominations.,4,7,0,0,0,0,0,0,0,Mother; I Love You,2013
5150,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Recommended by Enrique,2014
5151,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,V/H/S/2,2013
5152,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,The Reckoning,2014
5153,8 nominations.,8,0,0,0,0,0,0,0,0,Avengers Assemble,2013–
5155,1 win.,0,1,0,0,0,0,0,0,0,Shades,2013
5160,10 wins & 38 nominations.,38,0,0,0,0,0,0,0,0,Happy New Year,2014
5163,2 wins.,0,2,0,0,0,0,0,0,0,The Illness and the Odyssey,2013
5164,Won 2 Golden Globes. Another 7 wins & 54 nominations.,54,7,0,0,2,0,0,0,0,Brooklyn Nine-Nine,2013–
5167,2 nominations.,2,0,0,0,0,0,0,0,0,Paranormal Activity: The Marked Ones,2014
5170,1 nomination.,1,0,0,0,0,0,0,0,0,Wasted,2013
5176,1 nomination.,1,0,0,0,0,0,0,0,0,Camp Lakebottom,2013–
5177,7 wins & 2 nominations.,2,7,0,0,0,0,0,0,0,The Fall from Heaven,2014
5182,1 nomination.,1,0,0,0,0,0,0,0,0,Spongebob Squarepants 4D Attraction: The Great Jelly Rescue,2013
5186,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Good Ol' Freda,2013
5189,2 nominations.,2,0,0,0,0,0,0,0,0,Jealousy,2013
5190,1 win.,0,1,0,0,0,0,0,0,0,Man Up; Little Boy,2013
5191,1 nomination.,1,0,0,0,0,0,0,0,0,Escobar: Paradise Lost,2014
5194,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Rock the Casbah,2013
5195,1 nomination.,1,0,0,0,0,0,0,0,0,24 Hour Rental,2014–
5197,1 win.,0,1,0,0,0,0,0,0,0,72 Hours,2013–
5202,1 nomination.,1,0,0,0,0,0,0,0,0,The Yes Men Are Revolting,2014
5206,4 wins & 2 nominations.,2,4,0,0,0,0,0,0,0,Call Me Crazy: A Five Film,2013
5208,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,6,1,0,0,0,0,0,1,0,Halt and Catch Fire,2014–
5209,4 wins & 7 nominations.,7,4,0,0,0,0,0,0,0,The Enemy Within,2013
5211,1 win.,0,1,0,0,0,0,0,0,0,Gold Fever,2013
